,Unnamed: 0,Tweet,Scores
382,542,luar biasa tim it bpn temu salah input data situng kpuid bukti diserah bawasluri kesal,-1.0
383,543,jaga barang buktinya masalahnya jujur bawasluri,1.0
384,544,kpuid sikap mu us buat salah untung arti kamu tunduk sama,-1.0
385,545,menang mana tiap provinsi menang segera deklarasi,1.0
386,547,kpuid kalau gila susah ajar,-1.0
387,548,update hasil hitung pemilu presiden ri tingkat,1.0
388,549,tuju maju us moga allah senantiasa lindung mudah urus bapak kpu,1.0
389,550,iya salfok sama ut haha,1.0
390,551,seru frustasi kalah,1.0
391,552,nyawa layang ujung curang kek gini iak pancasila,-1.0
392,553,salah input situng kpu tanggal mei bu salah,-1.0
393,557,tular damai ano nusantara dukung kerja kpu bawaslu ulama habaib tokoh,1.0
394,558,bpn lapor situng kpu bawaslu bpn aju tuntut situng kpu dihenti ang lalu banyak salah,-1.0
395,559,manfaatnya dilakukn pihak jawab mungkin pihak,1.0
396,560,kpu curang abis,-1.0
397,562,kpuid bajing politik,-1.0
398,566,kpuid o gitu disebar tps c fotocopy data suaranya asli sedang c aspal,1.0
399,567,mirip kpu sama suka merubah sejarah salah input salah ngomong mudah segera sadar,1.0
400,568,kpuid server secanggih apapun ngaruh hasil hitung manual jenjang,1.0
401,570,kpuid moga benar segera ungkap aamiin allah,1.0
402,572,fadlizon tuju banget bapak kpu liat kalau curang kalau akhir bapak kalah ima,1.0
403,573,bawaslu tindaklanjuti lapor bpn prabowosandi soal situng kpu,-1.0
404,575,sangat tuju kpu jangan invensi ulama gadungan bajing,-1.0
405,576,gemblung ulama jangan diikuti jelas curang cara vulgar ditonton disaji kpu malah minta dicaya,-1.0
406,577,tai human error kpuid human error buat menangin mukidi human error buat ngancurin bangsa,-1.0
407,578,bagai wakil ketua dpr hari gini baru datang situng kpu,1.0
408,582,coba cek latar belag komisioner kpuid jangan kpu disusupi pki rakyat curiga,-1.0
409,583,paling bisanya alas macam jurus ngeles kpu real count unggul input data,-1.0
410,584,akhir tipi arab diwakili aljazera berita bentuk curang jadi pilpres gimana,-1.0
411,586,audit forensik kpu,-1.0
412,587,trus laku salah input situng kpu susah dilacak tolonglah cepat atasi ingat suara rakyat,-1.0
413,588,kpuid rakyat dibuat repot akibat ketidak profesionalan kpuid,-1.0
414,591,kpuid diatur atu patuh uu pret,1.0
415,592,it kpu media penampil bu penghitung beri kalah buat framing qc settingan angka sistem dikunci,-1.0
416,593,baik sabar tunggu umum kpu mei henti klaim kemengan siapapun pilih presiden,1.0
417,594,milik akal sehat kata praktek curang dibalik salah input situng kpu penuh,-1.0
418,596,wahai kpuri sadarkah engkau banyak tugas tinggal moga bu laknat allah buat,-1.0
419,597,lapor kpuri cek malam situs situng kpu,-1.0
420,598,makin aneh kpu,-1.0
421,599,maya ngebet kepengen ketemu prabowo,-1.0
422,604,kpuid malu manusia hehe,-1.0
423,606,kpuid bertaubat kalau kau bu agama minimal malu,-1.0
424,607,mungkin media kpu bawaslu satu anggota badan,-1.0
425,608,kpu takut lapar,-1.0
426,609,pola sama situng web kpu disusupi c palsu suara jokowi lonjak naik medan,-1.0
427,610,kpuid sumpah ratus juta sen caya kpu yakin qc menang paslon,1.0
428,611,maaf usul,1.0
429,612,luar biasa hadiah milyar rupiah disedia siapa bukti minimal sen curang dilaku,-1.0
430,613,samina wa atona mbah tunjuk jelang,1.0
431,615,lelah mas sama qc ima tawar konsep,-1.0
432,616,bener lihat lacur politik kpu lawan akal sehat dukung curang nauzubillah dzalik,1.0
433,618,kalau salahnya us us ulang pola sama namanya curang kpuid hari gini,-1.0
434,620,ko beda yah sama lapor kpu kemarin baik moga,1.0
435,621,kpu kitar salah input data dianggap bu tindak curang padahal tim bpn klaim hasil,-1.0
436,622,kpuid ngeles,-1.0
437,623,mulai buka suka nuduh gilir diminta data mu jelas bilang menang,1.0
438,624,stop situng ngaco kpu,-1.0
439,626,prabowo mas sandiuno tetap semangat safari beri semangat ucap ima kasih dukung,1.0
440,627,bpn bawa temu salah input brutal situng kpu tinggi jateng,-1.0
441,630,kpuid tahu berberapa pihak masuk liki c suai c kpps jawab prtanyaan sebut,1.0
442,631,kpuid salah input sengaja sama curang klo ngomong sengaja salah,-1.0
443,632,ngomong curang dimulut siapa bukti curang bawa c dipegang masing paslon,-1.0
444,633,ketemu kpu akhir papar tabiat kpu salah input,-1.0
445,634,lho kamu kira allah punyamu sendiri makhluk cipta siapa astaghfirullah,-1.0
446,635,input form c dilaku situng kpu beda hasilnya fakta suara tps input,-1.0
447,636,ecek banget kerjanya,1.0
448,637,kpuid salah input bancak punya hati nurani laku amanah moga azab didunia segera aamiin,1.0
449,639,tuju kpu jelas,1.0
450,640,sangat kejut hari temu salah entry data jumlah oleh audit,1.0
451,641,diminta diskualifikasi capres setop real count kpu tunduk siapa,-1.0
452,644,msapunya fadlizon kpuid bawasluri curang umum langsung menang,1.0
453,645,bosan temanya malam us bunya sedang ramai c palsu situng kpu,-1.0
454,648,kpuid klo berani jurdil hebat,1.0
455,649,maaf caya pilih jadi anggota dpr,1.0
456,651,kpu smakin tolol miris,-1.0
457,653,kpuid goblok presiden siapa asal,-1.0
458,654,kpuid dulu pusing sendiri utak atik angka makar allah lebih hebat,-1.0
459,655,konsistensi diamati mudah justifikasi suatu data kpuid adil level,1.0
460,656,kpu tug angon keong racun,-1.0
461,657,situng kpu mungkin salah input benar,-1.0
462,658,mata kpuid picek,-1.0
463,659,bentur praktek curang sendiri bapak putus,-1.0
464,660,kpuid berani jujur,1.0
465,661,bawa bukti bawaslu tim it bpn lapor salah input situng kpu,-1.0
466,662,baru medan sumut jateng jatim bali lebih gila jateng,1.0
467,664,tanya hukumnya suka hendak allah suatu takdir,1.0
468,666,kpu nyata prabowo menang bengkulu caya kpu nyata jokowi menang pilpres caya kpu,1.0
469,667,siang kpuid update curang jam lampung kota metro barat l tps situng kpu,-1.0
470,668,khusus didaerah dimenang paslon misalnya aceh sumbar relative curang imakasih kpu,-1.0
471,669,sore kpuid tgl jam lapor jadi ubah suara jaktim cakung cakung timur tps situng kpu,-1.0
472,670,guru besar ui prof rusli nyata komisi pilih umum kpu layak jadi hasil pemilu,1.0
473,671,kpuid jujur jadi ibadah kecuranganmu jadi azabmu,1.0
474,672,kpuid becus kerja tutup situng bodoh,-1.0
475,673,salah input dilapor bpn semua rugi suara dibali salah input naik suara,-1.0
476,674,tuju dihenti laku baik system manajemen hitung kpu maya audit dulu,1.0
477,679,kpuid curang massiv struktur brutal,-1.0
478,680,bu curang jahat pidana kpu disusupi berapapun raih suara,-1.0
479,681,anget cek tkp langsung c ditukar sinetron kpu,1.0
480,682,revisi jawa barat kota sukabumi lembursitu situmekar tps hasil pindai dihapus situng kpu,1.0
481,683,kpuid suruh bentuk tpf berani padahal curang masif mana aman,-1.0
482,684,kpuid cuman kalian kerja banyak salahnya dodol,1.0
483,687,jk mahfud jadi tim prabowo tahun mungkinan serah kala,1.0
484,688,kpuid emang parah in baki kurang kerjaan dibasmi ganti presiden,-1.0
485,689,ijtima ulama nilai jokowi curang kpu lapor bawaslu,-1.0
486,690,habib rizieq minta situng dihenti kpu tolak dite,-1.0
487,691,ang awal jujur dilihat tebar hoax hoax nenek digebuki,-1.0
488,692,tugas kpps tinggal sakit,-1.0
489,693,kpuid kpuri bawasluri paksa rakyat kawal suaranya sendiri wasit dicaya,-1.0
490,694,kpu ri i santun keluarga kpps wafat,-1.0
491,695,kacau situng kpu disusupi c palsu suara jokowi medan tambah,-1.0
492,696,himbauan seluruh dukung tiap daerah resmi sidang pleno suara fokuslah,1.0
493,697,hasil pleno kpu pamekasan prabowosandi menang seluruh camat,1.0
494,698,kalian lihat data kpu gelembung suara daerah kalian segeralah ambil buktinya usut curang,-1.0
495,699,kpuid kpu sampah kardus,-1.0
496,703,hnurwahid evialfa kpuid kslahan input data revisidi baiki suai c,-1.0
497,704,kpuid tunduk diem bantu curang go hell motherfucker moga jawab hisab puas allah,-1.0
498,706,salah alas curang kesalan muncul ulang kali situng kpu salah input data,-1.0
499,708,prof tular visa kpu,-1.0
500,710,yaelah pake simpel udah keliatan jauh bedanya qc situng kpu keliatan,-1.0
501,711,oke harga dukung mbaknya pakai akal sehat,1.0
502,712,visa kpu nular bela korting us,1.0
503,714,akun resmi kpuid online tweet akun buzzer hina kubu hina habib rizieq bu masalah,-1.0
504,715,kpuid lagak lu tunduk sama siapap isi kepala curang melulu,-1.0
505,716,kpu bawaslu bingung us jadi pemilu,-1.0
506,718,post kali klo pemilu jangan daftar kpu daftar spbu minyak muka kau tu,-1.0
507,720,coba tanya sby x rasa hasil kinerja kpu kpu jadi alat selenggara,1.0
508,721,pantau langsung proses situng sistem informasi hitung suara kpuid proses situng sering alam banyak salah,1.0
509,722,yth kpuid mohon dicek input suara tps ds larang utara larang kota tangerang banten form c,-1.0
510,723,kpuid akibat hoaxnya surat suara kontainer c dimanipulasi surat suara,-1.0
511,724,bu ahli it temen lulus luar negri bidang it satu kalimat komentar,1.0
512,726,situng bentuk opini hasil real count sama quick count bahaya,-1.0
513,727,kpu tetap menang people power atasi air mata mungkin takdir akhir zaman,1.0
514,728,bawaslu lemari kpu bu server bawaslu suka bilang heker masup sistem,1.0
515,729,hasil pemilu ditentu tanya real count kpu lalu website kpu giring opini,-1.0
516,730,kpuid kalau gaji hitung kpu juta,1.0
517,732,turut pakar it universitas airlangga soegianto soelistiono situng kpu lu dihenti,1.0
518,733,pilih kpu maksudnya punya hak pilih pimpin rakyat bu kpu,1.0
519,734,kpu tipu bohong jilat uang rakyat,-1.0
520,735,muda beri rasa ima kasih masak tua malah jadi provokator kecam people power aliansi,1.0
521,736,hargai kerja waras kpu selalu benar mata menang kalah,1.0
522,737,tabok sampe lebam mana buktinya visum surat dok bap konpres bukti rezim,-1.0
523,739,kalau salah input kpu dikoreksi ditemu salah input tutup ungkap mungkin,-1.0
524,740,efek lalu bela kpu jadi salah input,-1.0
525,741,kpu tegas situng bantu jadi alat kontrol bu hasil resmi ditetap kpuid jadi ndak usah,1.0
526,743,pengen lihat hebatnya situng kpu kata wakil ketua dpr zon,-1.0
527,745,rekapitulasi kpu makassar jokowimaruf kalah sangkarrang,1.0
528,746,bpn prabowosandi lapor kpu lembaga survei bawaslu direktur hukum advokasi,-1.0
529,748,moga jadi awal baik bongkar siluman system it kpu,-1.0
530,750,awasi us situng kpu jangan rampok keliar,-1.0
531,751,kpuid siapa pilih baik buat negara hendak allah maya,1.0
532,752,iya bongkar it bu gedung kpu daerah jauh,-1.0
533,753,qc meleset paling selisih kalau ilmu meyakinin masalah,1.0
534,754,hasil hitung suara pilpres diunggah kpu ri lalu sistem informasi hitung,1.0
535,756,ketua kpu tinggal tiba tiba duga diracun kpps ratus lebih tinggal sungguh aneh prihatin,-1.0
536,757,innalillahi nambah dosa kpuid,-1.0
537,758,kpuid bawasluri nyata salah input bu salah curang,-1.0
538,759,jumlah tps salah input data kpu data koreksi salah input beberapa signifi paslon mas,-1.0
539,760,kpuid betul presiden receh,1.0
540,762,kpuid tai bajing main suara rakyat triliun habis buat pemilu kalian,-1.0
541,763,kpuid kpu rasa cebong,1.0
542,764,bpn prabowo lapor situng kpu bawaslu,-1.0
543,765,kpuid lalu gebukin massa mikir maling suara rakyat,-1.0
544,769,kpuid sakit bangsa jujur musnah,-1.0
545,770,kpuid cara pakar it unair soegiono soelistiono temu salah lebih canggih sayang fb,1.0
546,771,sejak data masuk suara hingga sekarang data masuk angka suara vs ubah selalu,1.0
547,774,kecil selisih selisih sampe kondisi kpu carut marut begini,-1.0
548,775,kpuid bu salah input udah kriminal palsu dokumen negara lembaga kalau udah,-1.0
549,776,kpuid bawasluri cik api kecil kalau banyak jadi besar,1.0
550,777,serah ima dokumen hasil rekapitulasi suara pemilu kota lubuklinggau sekertariat kpu sumsel jumat,1.0
551,778,kpuid c dipindai suai hasil kpps sama kpu ri dirubah jadi c palsu,-1.0
552,779,teganya hadap juang tps kpu bawaslu dasar malu,-1.0
553,780,kpuid betul banget,1.0
554,781,rakyat rindu siden tegas amanah,1.0
555,782,tangkap dong ketua kpuid paling bertanggung jawab bawasluri ulah wae,-1.0
556,783,janggal formulir c sistem informasi hitung suara situng kpu jadi tps celawan pantai cermin serdan,1.0
557,784,lepas pemilu kalian kpuid paling dicari,-1.0
558,785,kali kalau pemilu males ajak kalian kpuid seh bu salah input scanernya bermasalah sama otaknya,-1.0
559,786,saran kpuid bawasluri buatlah hitung suara berbasis c buka propinsi proses pe,1.0
560,788,augustaiman aguscipto suburbur guecebongs turut ima kalah nuduh kpu mainka,1.0
561,791,kpu tunduk undang undang,1.0
562,792,kpuid bohbrok politik indonesia ckckck,-1.0
563,794,powerofreceh bawasluri kpuid brutal,-1.0
564,796,kpuid bawasluri mei bayang mei salah situng segala curang,-1.0
565,797,antaranews iyalah introsfeksi dong krn alas masuk akal ang curang hrs dibukti sika,1.0
566,800,detikcom sangat harga jasa tugas tps kpu bawaslu,1.0
567,802,yokoersa lyamadinaadilla hahaa kpulah kwalitas kpu salah input melulu anehnya salah in,-1.0
568,803,rekapitulasi kpu banjarbaru jokowimaruf tinggal suara,-1.0
569,804,detikcom banyaknya tugas tinggal salah satu sistem sdh dirubah se,-1.0
570,805,cebong kotor temlen mending ditulis bener skrg sy tanya input situng kpu s,-1.0
571,806,jonathan matanajwa ea betul dukung selalu iak curangsea udh gk prcya kpuamp baeaslu hadeh main hakim sendri hihihihi,1.0
572,807,amin minta audit forensik kpu jawab hasil pemilu ditentu it klo gitu ngapain pake real count kpu s,-1.0
573,808,mainmain bawa bukti salah hitung kpu tim it bpn datangi bawaslu,-1.0
574,809,bpn lapor ribu salah data situng kpu,-1.0
575,810,cek pukul c suara situng kpu jadi ganti untung,-1.0
576,811,besok sy beber data salah satu tim bpnrelawanpendukung prabowo katanya temu salah situng kpuid amp simpu,-1.0
577,812,alanborut kpuid menang telak jawa barat jawa timur dki banten aceh padang,1.0
578,813,entah maksud tofa kawannya lempar tuduh pemilu curang dasar temu keliru input situng padahal,-1.0
579,814,bertemanm rasm hati banyak alih isufokus kinerja kpu lengah dikit tewas,-1.0
580,815,gunromli kpuid mmprosesnya suai hukum sop kpuea proses benalu,-1.0
581,817,antaranews kpu kalian gila buta budeg yayang edar fakta bu opini,-1.0
582,821,hnurwahid semua akun soegianto dibaned siapa laku jlas panik tp banyak lg pakar it y,1.0
583,822,kpu kira koreksi banding hasilnya dgn punya tni malah pura gk beri,-1.0
584,823,sdh spt kpuid salah input turut c sby presiden ri diinput pud,-1.0
585,824,guru besar ui kpu layak jadi hasil pemilu,1.0
586,826,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan yakin,1.0
587,827,prof sby bunya presiden akibat deket deket kpu,-1.0
588,828,masabudiman ingat berita media kompas desember kata salah sedikit pemilu disebut g,-1.0
589,830,yokoersa lyamadinaadilla ngapain nunggu mk segala lebih baik sdh tahu skrng kpu seger,1.0
590,832,upaya hilang saksi c ditingkat tps cara masif akibat mubahala gus nur doa hrs pd pet,-1.0
591,834,sy usul hitung real count kpuid harusnya mulai satu satu daerah provinsidn live siar sel,1.0
592,837,lapor salah input situng kpu relawan it bpn desak bawaslu henti situng kpu temu sen salah,-1.0
593,839,hargai kerja waras eh kerja keras kpu selalu sama dg fakta lapang,1.0
594,841,fadlizon kpuid pksejaha ijin tanya ndan pagi angka ditampilan web kpu klop dihitung manu,1.0
595,843,situng kpu dinilai tambah kacau brutal,-1.0
596,844,bpn serah dokumen duga curang sistem hitung it kpu situng bawaslu kini bpn balik menan,-1.0
597,845,kpuid bagus banyak cakap,1.0
598,846,kpu blh netap jokowi menang pemilujokowi jd presiden serah tp salah rakyat marah,-1.0
599,849,benar nasihat gaul dgn tug minyak wangi wangi gaul kpu yah kyk g,1.0
600,850,onnowpurbo kpuid aamiin yra moga kpuid jujur berani tunjuk benar,1.0
601,851,putrabanten janenur akibat hoaxnya surat suara kontainerada c dimanipulasisurat suara o,-1.0
602,852,rickydp adets mubarokadonis salah hitung gw peduli sampah komen bila,-1.0
603,853,kpuid kpuid emang undanganundang siapa jangan jadi otak otak udang dong anggota kpuid,-1.0
604,855,beda sama c asli bisanya kpuid menginput c salah gimana awas cc,1.0
605,856,dihadiri mbah moen said aqil ulama ajak umat islam serah hasil pemilu kpu,1.0
606,857,zesukma vtannnd cabulrizik kpuid rieziq ituapa sumbangsih rieziq hadap utuh nkri,-1.0
607,860,atur kpu kait tetap presiden pilih digugat ma,1.0
608,862,salah input suara disengaja anggota kpu ancam penjara,-1.0
609,863,lisaamartatara kpuid moga jadi titik baik utk nasehat nasihat jujur kunci,1.0
610,866,seneng ket kpu c arif budimanyg tiada arifnya dlm hidupnyaakhlak suai na,-1.0
611,867,masbrewk sriyunitazizah kpuid lawan zalim,1.0
612,870,powerofreceh bangpino akibat hoaxnya surat suara kontainerada c dimanipulasisurat suara ot,-1.0
613,871,romi kasih selamat kpu warta ekonomi,1.0
614,872,tsamaradki kpuid akun kw lebih orisinil ori,1.0
615,875,helmifelis zarazettirazr kpuid iya padahal ramadhan justru setan dibelenggu jadi manusia ma,-1.0
616,877,republikaonline system error human error manajemen error kpu error dibukti maya audit jangan ditolak,-1.0
617,878,kompasiana penting awasi kpu soal pindah ibukota diurus,1.0
618,879,prof ente uda kena visa input data kpu korupsi angka presiden ente tulis uda koplak,-1.0
619,881,fadlizon post rasa anggota koalisi tetap tunggu hasil kpu ambisi banget jatuh kpu,1.0
620,882,geser kotak suara kawal polsek medan baru kpu kota medan,1.0
621,884,imayadewi spiondungu kpuid uang dibalik pilih ket kpu,1.0
622,885,kpuid bawasluri fahrihamzah curang kpu dosa nuduh curang dosa dong,-1.0
623,886,kpuid us juang bapak tdk usah hirau stres berat,-1.0
624,888,ireneviena kpuid menang telak jawa barat jawa timur dki banten aceh padang,1.0
625,889,hnurwahid maspolo kpuid berapa ribu lembar c palsu hnurwahid buatlah rakyat cerdas data n angka jang,-1.0
626,890,diiksa kpk ucap selamat untukkpu,1.0
627,892,sukabumi jawa barat alhamdulillah lebih utk hasil pleno kpu atas rekapitulasi pilpres tingkat,1.0
628,894,thewarman jokowi prabowo negara namanya hukum laku benar jadi curang milik,1.0
629,895,anak kelas bobol situs kpu pemilu hoax hatihati jadi sebut tahun we,-1.0
630,897,oppositelinks kpuid bawasluri monggo bukti,-1.0
631,901,fadlizon bang fadlizon fahrihamzah tim bpn awas ttg situng kpu mohon dikuat pasuk sak,1.0
632,903,moga kawan sejuangan baik baik hasil bongkar masalah bocor server kpu hi,1.0
633,905,ulama kota madiun apresiasi kpu pemilu damai detiknews,1.0
634,909,kpuid bingung bagaimana caranya tahan curang,-1.0
635,911,tolak narasi curang,-1.0
636,914,abotan bekas warnet skrg disimpan tor kpu dgn bangga tunjuk abotan rasa malu dgn uang,1.0
637,915,mikir mlambat gimana mubahalah diganti sama maafan curang so,-1.0
638,916,dahsyat tim it prabowo lapor salah input bawaslu buktibukti tunjuk kpuid tindak sang,-1.0
639,917,pemilu paling buruk panjang sejarah bu titieksoeharto tegas pemilu l,-1.0
640,920,dhanihendy kpuid bawasluri kawalpemilu onnowpurbo sandiuno prabowo goblok,-1.0
641,921,kpuid tarik undang undang mana moga bu undang uang uang undang undang uang uang u,1.0
642,925,salah sistem situng kpu lu tindak pidana la,-1.0
643,926,zarafaul nsusan libra kpuid wr fagtng bangzul sarpakenaka pantunjp ariantobulolo dasar,-1.0
644,927,gelar ikrar sama syukur warga jakut ajak semua hormatikpu,1.0
645,929,bocahndablex soepono hnurwahid kpuid klo dikasi foto dibilang ibadah pamerin bener suci,1.0
646,931,situng kpu disusupi c palsu suara jokowi medan naik tambah karaknya palsu zalim arogan korup ingkar,-1.0
647,933,vivacoid ancene ancik gatel gae kisroh wong jatim ae menang kalah opo jare kpu usah cocotmu ngablak ae,1.0
648,934,widhisetyok tsamaradki kpuid akun asli tsamaradki bu tsamaradki,1.0
649,935,hamdanijuni ustadtengkuzul ngebet boneka pengen menang kpu ngeluarin putus,-1.0
650,937,tular sakit genetik kpuid nehpenyakit salah inputcebongers forever,-1.0
651,938,tsamaradki kpuid awal hancur kpu,-1.0
652,940,anizhomt orangberiman kpuid uda kena visa input data kpu korup angka,-1.0
653,942,kpuid tunduk sama sogok bukti kerja benar curang tinggal pilih azab kalian,-1.0
654,946,katanya menang minta c kpu,1.0
655,947,mehmedii ratuanissah roosb kpuid benar mas kepikiran gmn ceritanya c palsu lolos masuk situng kpu,1.0
656,949,asdwin ronnierusli zarazettirazr dahnilanzar lisaamartatara mana nich bela narkosun yusufdumdum,1.0
657,950,mudahan ahli dulu prakarsa juang pemilu rentak sadar betapa berat sistim pemilu,1.0
658,951,zulkifllubis priyobudis kpuid bener jg,1.0
659,954,akuntofa kpuid sedikit bocor,-1.0
660,960,ustadtengkuzul kabar angin dipegang klo jelas tunggu tanggal mei dibukti paslon dg,1.0
661,964,kpuid caya lgi smaa kpubyak omongmulai kardus anti airkuat katay dluhadehskrg dblg hum,-1.0
662,966,lihat hasil real count kpuid sangat amburadul cenderung netral coba poling siapa presiden real,1.0
663,967,orangberiman kpuid nanya jadi salah input sama curang hubung us bukti,-1.0
664,968,bocahndablex soepono hnurwahid kpuid ejek buat gubernur tug pototng pita msh sadar sindir,-1.0
665,969,duh gmna bpk ikutn kpu human error sby presiden,-1.0
666,971,ruang situng kpu jorok cermin amburadul hasilnya jauh dibanding kerapihan warnet,-1.0
667,972,fadlizon bang fadlizon fahrihamzah tim bpn awas ttg situng kpu mohon dikuat pa,1.0
668,973,prabu menang telak jawa barat jawa timur dki banten aceh padang ntb,1.0
669,975,selamat pagi jokowi kpuid prabowo sandiuno,1.0
670,977,harusnya seru pilpres jangan curang kpu jujur bahaya imialisme cina lewat obor jerat ut,-1.0
671,978,kpuid masabudiman viryanazis masws novidaevi hsymasyari pramonoutan ksetyawan kerja bener ja,1.0
672,980,baguswisnuputra sabdapanditai relawanprosandi bawasluri kpuid curiga hoax muya tampak,-1.0
673,981,like chili you should probably hit this langley event saturday andor sunday,1.0
674,982,muna sulawesi tenggara hasil pleno kpu kabupaten muna sultra suara sah,1.0
675,984,kpu depok salah input suara jokowi ditulis viva,-1.0
676,985,akuntofa innalillahiwainnahillahirojiun pemilu buruk pasca diri nkri ketua kpu,-1.0
677,986,vivacoid tuduh hadap kpu sangat kacau brutal judul preeet,-1.0
678,987,annasuezann syifaznisa gw malah mikirnya yah buat juang mati lahan dgn bentur ses,-1.0
679,988,abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok tanda takut tahu salah,-1.0
680,990,imayadewi kpuid salah mungkin komplot,-1.0
681,992,bocahndablex soepono hnurwahid kpuid baliho provokasi kampretotak kebalik,-1.0
682,993,alhamdulillah bukti curang pemilu presiden dilapor bawaslu mas mustofa na,-1.0
683,995,tspartan herrymety akuntofa bawasluri partaisocmed dkppri dkppri kpuid jimlyas jangan ba mas,-1.0
684,996,imayadewi kpuid jangan lupa anggota dpr didlmnya milik suara mayoritas dikubu siapa sama ha,-1.0
685,998,kapan kpuri us bodohi rakyat,-1.0
686,999,bocahndablex soepono hnurwahid kpuid tanya duluan data mana klaim menang emang jago ngaran,1.0
687,1001,prof romli maklumat rizieq shihab duduki kpu tindak pidana,-1.0
688,1002,sapulidi riazahro kpuid tuju,1.0
689,1003,hasbunallah wanimal wakil nimal maula wanimanasir lahawla wala quata illa billa ingat wahai pimpin amp kpuid bah,1.0
690,1004,doncorleone kpuid banyak suara dicoblos setan siapa mesti selesai,1.0
691,1005,hnurwahid padahal bunya foto c jg kpuid byk org bilang ratus korban panitia tinggal adlh,-1.0
692,1008,tetap transparan kpu tolak hentisitung,-1.0
693,1009,jahat curang pemilu mana hitung tetap lanjut kpu pusat jahat angin la,-1.0
694,1010,tanyoana kena visa kpu hilang angka,-1.0
695,1012,tunjuk jelang ramadhan menang bangsa indonesia insyaallah pe,1.0
696,1013,info digedung kpu ibarat ima semua database situng dikirim daerah depan,1.0
697,1014,tugas kpu prof salah input us gile loe ndro,-1.0
698,1018,ferrykoto prabowo kpuid curang jadi dirugi salah satu paslon kalau semua paslon j,-1.0
699,1019,tindaklanjuti lapor bpn bawaslu sidang salah input data kpu,-1.0
700,1021,revolusi jargon reformasi nurunin korban tinggal berapa pemilu t selenggara kpuid korba,-1.0
701,1023,kpu independen pihak siapapun jokowi jokowi,1.0
702,1024,joked susan janji jun langsung kampanye malah nulis politik identitas bu bantu bon,1.0
703,1026,detikcom lu akuntofa tofalemontofa ngributin situng kerjaan cerdas krn banyak apapun curang,1.0
704,1027,kpu curangsurat suara coblossiapa yng untung,1.0
705,1028,kpuid muak dg basa basi kaliankpuid,-1.0
706,1033,bawaslu bali temu lebih ribu surat panggil pilih c buleleng bali dikirim kpu buleleng bali,1.0
707,1035,mardani pks anggap situng kpu sunah wajibnya rekapitulasi manual,1.0
708,1036,duga syahganda situng kpu sengaja dibuat rentan manipulasi,-1.0
709,1037,reno bawasluri kpuid msaiddidu mantap moga informasi benar,1.0
710,1039,doncorleone kpuid edan bu malu malu soal etika hukum lolos dipengadil,-1.0
711,1042,akuntofa kpu maling,-1.0
712,1043,massyihaab jamrsn ustadtengkuzul masuk akal gamenang telak kalah tipis provinsi lainnyasdh je,1.0
713,1044,data udh masuk spt dipasti jokowi abah khmarufamin jadi presiden amp wapres utk thn menda,1.0
714,1045,saifulghani maap g tadi twit dibajak hacker kpu,-1.0
715,1047,lu ketemu jokowi situasi sedang masa kambang temu jokowi apapun isi temu te,1.0
716,1048,minta bukti emang kpu lihat curang didepan mata bawa semua bukti ra,-1.0
717,1049,rohmatsyukur evalezfr bawasluri kpuid msaiddidu akun beliau lenyap dilenyap,-1.0
718,1051,abdulrachim kpuid kpu gk netral kaya wasit sepak bola ngebolin tanyaanya kalau turut kalian,1.0
719,1052,team ite kpu lupa edit dn merubah data suara sistim hitung cepat tgl april pukulwib,1.0
720,1053,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan gentle dong salah da,-1.0
721,1055,saksi ikut semua tahap rekapitulasi proses langsung jurdil tolak tanda tangan hasilnya kar,1.0
722,1056,msaiddidu bapak tanya kpu tdk dicaya rakyat minta bubar dpr,-1.0
723,1057,katanya kpuid dite nyatanya entri data dibuat salah ditambah amp dikurangi jadi dite unt,-1.0
724,1058,tiap warga negara hak atas bebas berpendapat prabowo lu me,1.0
725,1060,detikcom situng kpu stop ganti real count bpn live warnet warnet,-1.0
726,1061,cnnindonesia kpu bawaslupunya niat baik bangsa negara nkri inimubahalah disambutdimana hatimu,1.0
727,1063,divhumaspolri kpuid bawasluri polisi jaman now warasyg buat jahat dilindungi sebar d,-1.0
728,1064,zarafaul nsusan libra kpuid wr fagtng bangzul sarpakenaka pantunjp ariantobulolo takut,-1.0
729,1065,kpu gelar rapat pleno rekapitulasi suara pemilu tingkat kabupaten bengkalis,1.0
730,1066,liemid tangkap ka kpu,-1.0
731,1067,kingpurwa sungai penuh kerinci jambi,1.0
732,1069,hari lapor salah input tps karangasem kokbelum dikoreksi kpu,-1.0
733,1070,zarafaul nsusan libra kpuid wr fagtng bangzul sarpakenaka pantunjp ariantobulolo hati,1.0
734,1071,bpn prabowosandi lapor kpu lembaga survei bawaslu,-1.0
735,1072,dagang pasar induk cibitung jawa barat gelar tasyakur calon presidenwakil presiden joko widodo kh,1.0
736,1074,tinggal hari tuju umum kpu jokowi tetap pimpin suara angka,1.0
737,1078,ferdinand hutahaean baik kpu setop tayang hitung situng,1.0
738,1080,abdrossid hnurwahid kpuid kursi sekarang kurang empuk,-1.0
739,1085,priyobudis zarazettirazr aldyrl selalu koar koar paling pancasilais bangsat benalunya bangsa,-1.0
